scenario,family,M,T,R,missing,statistic,support_rate,refuted_rate,abstain_rate,ci_coverage,mean_est,H_true,label
cross_mid,alternative,9,400,3,mcar5,clone_calibrated_v3,0.0,0.0,1.0,,-0.01118,0.008328245552175146,power
cross_mid,alternative,9,400,3,mnar_hard3,plugin_descriptive,0.1,0.0,0.9,0.0,0.11281,0.008361724238502509,power
cross_mid,alternative,9,400,3,mnar_hard3,frozen_gain,0.0067,0.0,0.88,,0.00474,0.008361724238502509,power
cross_mid,alternative,9,400,3,mnar_hard3,crossfit_gain,0.0,0.0,0.98,,0.00312,0.008361724238502509,power
cross_mid,alternative,9,400,3,mnar_hard3,clone_calibrated_v3,0.0,0.0,1.0,,-0.00142,0.008361724238502509,power
cross_strong,alternative,9,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.1112,0.016693780149138582,power
cross_strong,alternative,9,400,3,complete,frozen_gain,0.03,0.0,0.95,,0.00538,0.016693780149138582,power
cross_strong,alternative,9,400,3,complete,crossfit_gain,0.02,0.0,0.9633,,0.00594,0.016693780149138582,power
cross_strong,alternative,9,400,3,complete,clone_calibrated_v3,0.01,0.0,0.99,,-0.00176,0.016693780149138582,power
cross_strong,alternative,9,400,5,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.10937,0.016749834359133,power
cross_strong,alternative,9,400,5,complete,frozen_gain,0.0067,0.0,0.98,,0.00641,0.016749834359133,power
cross_strong,alternative,9,400,5,complete,crossfit_gain,0.0067,0.0,0.9933,,0.00554,0.016749834359133,power
cross_strong,alternative,9,400,5,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.00467,0.016749834359133,power
cross_strong,alternative,9,400,10,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.09444,0.016634654979660067,power
cross_strong,alternative,9,400,10,complete,frozen_gain,0.0133,0.0,0.9667,,0.00607,0.016634654979660067,power
cross_strong,alternative,9,400,10,complete,crossfit_gain,0.0,0.0,1.0,,0.00576,0.016634654979660067,power
cross_strong,alternative,9,400,10,complete,clone_calibrated_v3,0.0067,0.0,0.9933,,-0.00261,0.016634654979660067,power
cross_strong,alternative,9,400,20,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.07449,0.016773808452389818,power
cross_strong,alternative,9,400,20,complete,frozen_gain,0.0067,0.0,0.98,,0.00557,0.016773808452389818,power
cross_strong,alternative,9,400,20,complete,crossfit_gain,0.0,0.0,1.0,,0.00549,0.016773808452389818,power
cross_strong,alternative,9,400,20,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.00439,0.016773808452389818,power
cross_strong,alternative,3,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.09602,0.021968502586104856,power
cross_strong,alternative,3,400,3,complete,frozen_gain,0.0,0.0,0.98,,0.00167,0.021968502586104856,power
cross_strong,alternative,3,400,3,complete,crossfit_gain,0.0,0.0,0.9933,,0.00187,0.021968502586104856,power
cross_strong,alternative,3,400,3,complete,clone_calibrated_v3,0.0067,0.0,0.9933,,0.00072,0.021968502586104856,power
cross_strong,alternative,20,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.10933,0.015905108255110417,power
cross_strong,alternative,20,400,3,complete,frozen_gain,0.0,0.0,1.0,,0.00699,0.015905108255110417,power
cross_strong,alternative,20,400,3,complete,crossfit_gain,0.0067,0.0,0.9867,,0.00779,0.015905108255110417,power
cross_strong,alternative,20,400,3,complete,clone_calibrated_v3,0.02,0.0,0.98,,0.00049,0.015905108255110417,power
cross_strong,alternative,9,100,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.09822,0.016743907419545487,power
cross_strong,alternative,9,100,3,complete,frozen_gain,0.02,0.0,0.94,,0.00753,0.016743907419545487,power
cross_strong,alternative,9,100,3,complete,crossfit_gain,0.0133,0.0,0.9733,,0.00547,0.016743907419545487,power
cross_strong,alternative,9,100,3,complete,clone_calibrated_v3,0.0067,0.0,0.9933,,-0.00358,0.016743907419545487,power
cross_strong,alternative,9,1000,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.11477,0.016648842253526308,power
cross_strong,alternative,9,1000,3,complete,frozen_gain,0.0067,0.0,0.98,,0.00399,0.016648842253526308,power
cross_strong,alternative,9,1000,3,complete,crossfit_gain,0.0,0.0,0.9867,,0.0046,0.016648842253526308,power
cross_strong,alternative,9,1000,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.00611,0.016648842253526308,power
cross_strong,alternative,9,400,3,mcar5,plugin_descriptive,0.6133,0.0,0.3867,0.0,0.11164,0.01665173775737679,power
cross_strong,alternative,9,400,3,mcar5,frozen_gain,0.0067,0.0,0.96,,0.00774,0.01665173775737679,power
cross_strong,alternative,9,400,3,mcar5,crossfit_gain,0.02,0.0,0.9733,,0.00541,0.01665173775737679,power
cross_strong,alternative,9,400,3,mcar5,clone_calibrated_v3,0.0,0.0,1.0,,0.0011,0.01665173775737679,power
cross_strong,alternative,9,400,3,mnar_hard3,plugin_descriptive,0.06,0.0,0.94,0.0,0.10537,0.016740989154371787,power
cross_strong,alternative,9,400,3,mnar_hard3,frozen_gain,0.02,0.0,0.8667,,0.00455,0.016740989154371787,power
cross_strong,alternative,9,400,3,mnar_hard3,crossfit_gain,0.0267,0.0,0.9533,,0.00338,0.016740989154371787,power
cross_strong,alternative,9,400,3,mnar_hard3,clone_calibrated_v3,0.0,0.0,1.0,,-0.00033,0.016740989154371787,power
cross_vstrong,alternative,9,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.16052,0.04163067577703398,power
cross_vstrong,alternative,9,400,3,complete,frozen_gain,0.0833,0.0,0.88,,0.00671,0.04163067577703398,power
cross_vstrong,alternative,9,400,3,complete,crossfit_gain,0.0533,0.0,0.9033,,0.00639,0.04163067577703398,power
cross_vstrong,alternative,9,400,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.03616,0.04163067577703398,power
cross_vstrong,alternative,9,400,5,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.14624,0.041641133570839366,power
cross_vstrong,alternative,9,400,5,complete,frozen_gain,0.0867,0.0,0.8667,,0.00676,0.041641133570839366,power
cross_vstrong,alternative,9,400,5,complete,crossfit_gain,0.0533,0.0,0.9,,0.0058,0.041641133570839366,power
cross_vstrong,alternative,9,400,5,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.03283,0.041641133570839366,power
cross_vstrong,alternative,9,400,10,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.11537,0.04162005523740903,power
cross_vstrong,alternative,9,400,10,complete,frozen_gain,0.12,0.0,0.84,,0.00608,0.04162005523740903,power
cross_vstrong,alternative,9,400,10,complete,crossfit_gain,0.04,0.0,0.9267,,0.00655,0.04162005523740903,power
cross_vstrong,alternative,9,400,10,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.02521,0.04162005523740903,power
cross_vstrong,alternative,9,400,20,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.08423,0.041327164600843416,power
cross_vstrong,alternative,9,400,20,complete,frozen_gain,0.1667,0.0,0.76,,0.00546,0.041327164600843416,power
cross_vstrong,alternative,9,400,20,complete,crossfit_gain,0.02,0.0,0.9733,,0.00611,0.041327164600843416,power
cross_vstrong,alternative,9,400,20,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.01471,0.041327164600843416,power
cross_vstrong,alternative,3,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.12836,0.052504228301177076,power
cross_vstrong,alternative,3,400,3,complete,frozen_gain,0.0467,0.0,0.9467,,0.00791,0.052504228301177076,power
cross_vstrong,alternative,3,400,3,complete,crossfit_gain,0.02,0.0,0.9733,,0.0074,0.052504228301177076,power
cross_vstrong,alternative,3,400,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.00878,0.052504228301177076,power
cross_vstrong,alternative,20,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.16234,0.039299812989686246,power
cross_vstrong,alternative,20,400,3,complete,frozen_gain,0.1133,0.0,0.8533,,0.01139,0.039299812989686246,power
cross_vstrong,alternative,20,400,3,complete,crossfit_gain,0.1133,0.0,0.8467,,0.01114,0.039299812989686246,power
cross_vstrong,alternative,20,400,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.03486,0.039299812989686246,power
cross_vstrong,alternative,9,100,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.15329,0.041194250536551236,power
cross_vstrong,alternative,9,100,3,complete,frozen_gain,0.08,0.0,0.8867,,0.02387,0.041194250536551236,power
cross_vstrong,alternative,9,100,3,complete,crossfit_gain,0.1,0.0,0.8467,,0.01919,0.041194250536551236,power
cross_vstrong,alternative,9,100,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.02669,0.041194250536551236,power
cross_vstrong,alternative,9,1000,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.16126,0.041682914716893005,power
cross_vstrong,alternative,9,1000,3,complete,frozen_gain,0.0067,0.0,0.98,,-0.00103,0.041682914716893005,power
cross_vstrong,alternative,9,1000,3,complete,crossfit_gain,0.0,0.0,0.9467,,0.00013,0.041682914716893005,power
cross_vstrong,alternative,9,1000,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.03744,0.041682914716893005,power
cross_vstrong,alternative,9,400,3,mcar5,plugin_descriptive,0.6333,0.0,0.3667,0.0,0.16293,0.041536684157681865,power
cross_vstrong,alternative,9,400,3,mcar5,frozen_gain,0.0667,0.0,0.9133,,0.02518,0.041536684157681865,power
cross_vstrong,alternative,9,400,3,mcar5,crossfit_gain,0.12,0.0,0.8733,,0.02496,0.041536684157681865,power
cross_vstrong,alternative,9,400,3,mcar5,clone_calibrated_v3,0.0,0.0,1.0,,-0.02242,0.041536684157681865,power
cross_vstrong,alternative,9,400,3,mnar_hard3,plugin_descriptive,0.02,0.0,0.98,0.0,0.15194,0.04171570406434893,power
cross_vstrong,alternative,9,400,3,mnar_hard3,frozen_gain,0.0733,0.0,0.84,,0.02036,0.04171570406434893,power
cross_vstrong,alternative,9,400,3,mnar_hard3,crossfit_gain,0.08,0.0,0.9067,,0.01933,0.04171570406434893,power
cross_vstrong,alternative,9,400,3,mnar_hard3,clone_calibrated_v3,0.0,0.0,1.0,,-0.01598,0.04171570406434893,power
two_specialist,alternative,9,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.1033,0.21193,0.17499999999999993,power
two_specialist,alternative,9,400,3,complete,frozen_gain,0.79,0.0,0.21,,0.057,0.17499999999999993,power
two_specialist,alternative,9,400,3,complete,crossfit_gain,0.8933,0.0,0.1067,,0.05783,0.17499999999999993,power
two_specialist,alternative,9,400,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.07671,0.17499999999999993,power
two_specialist,alternative,9,400,5,complete,plugin_descriptive,1.0,0.0,0.0,0.66,0.19665,0.17499999999999996,power
two_specialist,alternative,9,400,5,complete,frozen_gain,0.8933,0.0,0.1067,,0.05783,0.17499999999999996,power
two_specialist,alternative,9,400,5,complete,crossfit_gain,0.98,0.0,0.02,,0.05756,0.17499999999999996,power
two_specialist,alternative,9,400,5,complete,clone_calibrated_v3,0.0067,0.0,0.9933,,0.00594,0.17499999999999996,power
two_specialist,alternative,9,400,10,complete,plugin_descriptive,1.0,0.0,0.0,1.0,0.17642,0.17499999999999996,power
two_specialist,alternative,9,400,10,complete,frozen_gain,0.96,0.0,0.04,,0.05694,0.17499999999999996,power
two_specialist,alternative,9,400,10,complete,crossfit_gain,1.0,0.0,0.0,,0.05742,0.17499999999999996,power
two_specialist,alternative,9,400,10,complete,clone_calibrated_v3,1.0,0.0,0.0,,0.11798,0.17499999999999996,power
two_specialist,alternative,9,400,20,complete,plugin_descriptive,1.0,0.0,0.0,1.0,0.17273,0.17499999999999996,power
two_specialist,alternative,9,400,20,complete,frozen_gain,0.9867,0.0,0.0133,,0.05719,0.17499999999999996,power
two_specialist,alternative,9,400,20,complete,crossfit_gain,1.0,0.0,0.0,,0.05753,0.17499999999999996,power
two_specialist,alternative,9,400,20,complete,clone_calibrated_v3,1.0,0.0,0.0,,0.16883,0.17499999999999996,power
two_specialist,alternative,3,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.9267,0.18948,0.17499999999999996,power
two_specialist,alternative,3,400,3,complete,frozen_gain,0.8067,0.0,0.1933,,0.0587,0.17499999999999996,power
two_specialist,alternative,3,400,3,complete,crossfit_gain,0.96,0.0,0.04,,0.06002,0.17499999999999996,power
two_specialist,alternative,3,400,3,complete,clone_calibrated_v3,0.4467,0.0,0.5533,,0.04889,0.17499999999999996,power
two_specialist,alternative,20,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0133,0.21827,0.17499999999999996,power
two_specialist,alternative,20,400,3,complete,frozen_gain,0.7467,0.0,0.2533,,0.0563,0.17499999999999996,power
two_specialist,alternative,20,400,3,complete,crossfit_gain,0.88,0.0,0.12,,0.05623,0.17499999999999996,power
two_specialist,alternative,20,400,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.13074,0.17499999999999996,power
two_specialist,alternative,9,100,3,complete,plugin_descriptive,1.0,0.0,0.0,0.8933,0.20624,0.17499999999999996,power
two_specialist,alternative,9,100,3,complete,frozen_gain,0.36,0.0,0.64,,0.06043,0.17499999999999996,power
two_specialist,alternative,9,100,3,complete,crossfit_gain,0.6733,0.0,0.3267,,0.05819,0.17499999999999996,power
two_specialist,alternative,9,100,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.06671,0.17499999999999996,power
two_specialist,alternative,9,1000,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.21362,0.17499999999999996,power
two_specialist,alternative,9,1000,3,complete,frozen_gain,0.9933,0.0,0.0067,,0.05888,0.17499999999999996,power
two_specialist,alternative,9,1000,3,complete,crossfit_gain,1.0,0.0,0.0,,0.05812,0.17499999999999996,power
two_specialist,alternative,9,1000,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.07948,0.17499999999999996,power
two_specialist,alternative,9,400,3,mcar5,plugin_descriptive,0.64,0.0,0.36,0.08,0.21326,0.17499999999999996,power
two_specialist,alternative,9,400,3,mcar5,frozen_gain,0.3133,0.0,0.6867,,0.05491,0.17499999999999996,power
two_specialist,alternative,9,400,3,mcar5,crossfit_gain,0.6,0.0,0.4,,0.05259,0.17499999999999996,power
two_specialist,alternative,9,400,3,mcar5,clone_calibrated_v3,0.0,0.0,1.0,,-0.08253,0.17499999999999996,power
two_specialist,alternative,9,400,3,mnar_hard3,plugin_descriptive,0.0,0.0,1.0,0.0,,0.17499999999999996,power
two_specialist,alternative,9,400,3,mnar_hard3,frozen_gain,0.0,0.0,1.0,,,0.17499999999999996,power
two_specialist,alternative,9,400,3,mnar_hard3,crossfit_gain,0.0,0.0,1.0,,,0.17499999999999996,power
two_specialist,alternative,9,400,3,mnar_hard3,clone_calibrated_v3,0.0,0.0,1.0,,-0.12023,0.17499999999999996,power
cross_weak,alternative,9,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.0996,0.015999999999999962,power
cross_weak,alternative,9,400,3,complete,frozen_gain,0.0,0.0,0.7733,,-0.01905,0.015999999999999962,power
cross_weak,alternative,9,400,3,complete,crossfit_gain,0.0,0.0,0.5933,,-0.01852,0.015999999999999962,power
cross_weak,alternative,9,400,3,complete,clone_calibrated_v3,0.0067,0.0,0.9933,,-0.00318,0.015999999999999962,power
cross_weak,alternative,9,400,5,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.09782,0.015999999999999962,power
cross_weak,alternative,9,400,5,complete,frozen_gain,0.0,0.0,0.5933,,-0.01921,0.015999999999999962,power
cross_weak,alternative,9,400,5,complete,crossfit_gain,0.0,0.0,0.24,,-0.01964,0.015999999999999962,power
cross_weak,alternative,9,400,5,complete,clone_calibrated_v3,0.0067,0.0,0.9933,,-0.00157,0.015999999999999962,power
cross_weak,alternative,9,400,10,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.08485,0.015999999999999986,power
cross_weak,alternative,9,400,10,complete,frozen_gain,0.0,0.0,0.2867,,-0.01894,0.015999999999999986,power
cross_weak,alternative,9,400,10,complete,crossfit_gain,0.0,0.0,0.0533,,-0.01879,0.015999999999999986,power
cross_weak,alternative,9,400,10,complete,clone_calibrated_v3,0.0133,0.0,0.9867,,-0.00066,0.015999999999999986,power
cross_weak,alternative,9,400,20,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.0668,0.015999999999999966,power
cross_weak,alternative,9,400,20,complete,frozen_gain,0.0,0.0,0.0667,,-0.01897,0.015999999999999966,power
cross_weak,alternative,9,400,20,complete,crossfit_gain,0.0,0.0,0.0,,-0.01878,0.015999999999999966,power
cross_weak,alternative,9,400,20,complete,clone_calibrated_v3,0.0,0.0,1.0,,0.00146,0.015999999999999966,power
cross_weak,alternative,3,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.08543,0.015999999999999955,power
cross_weak,alternative,3,400,3,complete,frozen_gain,0.0,0.0,0.8333,,-0.01448,0.015999999999999955,power
cross_weak,alternative,3,400,3,complete,crossfit_gain,0.0,0.0,0.6533,,-0.01515,0.015999999999999955,power
cross_weak,alternative,3,400,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,-0.00641,0.015999999999999955,power
cross_weak,alternative,20,400,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.09678,0.01599999999999998,power
cross_weak,alternative,20,400,3,complete,frozen_gain,0.0,0.0,0.6733,,-0.02177,0.01599999999999998,power
cross_weak,alternative,20,400,3,complete,crossfit_gain,0.0,0.0,0.5067,,-0.02141,0.01599999999999998,power
cross_weak,alternative,20,400,3,complete,clone_calibrated_v3,0.0067,0.0,0.9933,,-0.00273,0.01599999999999998,power
cross_weak,alternative,9,100,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.08884,0.015999999999999955,power
cross_weak,alternative,9,100,3,complete,frozen_gain,0.0,0.0,0.92,,-0.01893,0.015999999999999955,power
cross_weak,alternative,9,100,3,complete,crossfit_gain,0.0,0.0,0.8733,,-0.01677,0.015999999999999955,power
cross_weak,alternative,9,100,3,complete,clone_calibrated_v3,0.0,0.0,1.0,,0.00044,0.015999999999999955,power
cross_weak,alternative,9,1000,3,complete,plugin_descriptive,1.0,0.0,0.0,0.0,0.10357,0.016000000000000025,power
cross_weak,alternative,9,1000,3,complete,frozen_gain,0.0,0.0,0.48,,-0.02024,0.016000000000000025,power
cross_weak,alternative,9,1000,3,complete,crossfit_gain,0.0,0.0,0.1867,,-0.02,0.016000000000000025,power
cross_weak,alternative,9,1000,3,complete,clone_calibrated_v3,0.0133,0.0,0.9867,,-0.00466,0.016000000000000025,power
cross_weak,alternative,9,400,3,mcar5,plugin_descriptive,0.62,0.0,0.38,0.0,0.09917,0.015999999999999962,power
cross_weak,alternative,9,400,3,mcar5,frozen_gain,0.0,0.0,0.92,,-0.01717,0.015999999999999962,power
cross_weak,alternative,9,400,3,mcar5,crossfit_gain,0.0067,0.0,0.8867,,-0.01526,0.015999999999999962,power
cross_weak,alternative,9,400,3,mcar5,clone_calibrated_v3,0.0,0.0,1.0,,0.00514,0.015999999999999962,power
cross_weak,alternative,9,400,3,mnar_hard3,plugin_descriptive,0.1,0.0,0.9,0.0,0.09722,0.015999999999999955,power
cross_weak,alternative,9,400,3,mnar_hard3,frozen_gain,0.0,0.0,0.7867,,-0.01535,0.015999999999999955,power
cross_weak,alternative,9,400,3,mnar_hard3,crossfit_gain,0.0,0.0,0.7733,,-0.01533,0.015999999999999955,power
cross_weak,alternative,9,400,3,mnar_hard3,clone_calibrated_v3,0.0,0.0,1.0,,-0.00238,0.015999999999999955,power
